en,de,description,file,hash
Demo publication window created. No real data was added.,Demo-Publikationsfenster erstellt. Es wurden keine echten Daten hinzugefügt.,,site/modules/Relay/Relay.module.php,fe51125b66789ffd624b0fcb116cd4e4
Demo sandbox cleared.,Demo-Sandbox gelöscht.,,site/modules/Relay/Relay.module.php,0f4bc421a79c379c6088bfc9da36d518
Disabled,Deaktiviert,,site/modules/Relay/Relay.module.php,b9f5c797ebbf55adccdd8539a65a0241
Disable this option to return to the real schedule. Imitation data can be cleared from the Relay workspace.,"Deaktivieren Sie diese Option, um zum tatsächlichen Zeitplan zurückzukehren. Imitationsdaten können aus dem Relay-Arbeitsbereich gelöscht werden.",,site/modules/Relay/Relay.module.php,44d4af7a081e376050300527f4ccf823
Dismiss notification,Benachrichtigung verwerfen,,site/modules/Relay/Relay.module.php,f60fdb90ef3ee39faa9ae1dcf41b99bc
Drag selected fields into priority order; only fields present on the requested page are sent.,"Ziehen Sie ausgewählte Felder in die Prioritätsreihenfolge. Es werden nur Felder gesendet, die auf der angeforderten Seite vorhanden sind.",,site/modules/Relay/Relay.module.php,75cd4af5e243ca9b7097e3efb57820eb
"Drag this pending action to another date, or open it for exact rescheduling.",Ziehen Sie diese ausstehende Aktion auf ein anderes Datum oder öffnen Sie sie für eine genaue Neuplanung.,,site/modules/Relay/Relay.module.php,6c838aa8af183942b8654bc03625178e
Edit,Bearbeiten,,site/modules/Relay/Relay.module.php,7dce122004969d56ae2e0245cb754d35
Editorial identity,Redaktionelle Identität,,site/modules/Relay/Relay.module.php,e439c9c6d21a35df29cc1f53267b38ef
Editorial identity roles,Redaktionelle Identitätsrollen,,site/modules/Relay/Relay.module.php,d61b0692a07d7f1642dc1884b7d65530
Editorial planning,Redaktionelle Planung,,site/modules/Relay/Relay.module.php,e58d817da46eec7830b8d99de903ca60
Editorial planning assistance,Unterstützung bei der redaktionellen Planung,,site/modules/Relay/Relay.module.php,811e14b0c4ed2ee9fd897d35100089dc
Editorial timezone,Redaktionelle Zeitzone,,site/modules/Relay/Relay.module.php,ad7793c2d4edb026f49afee8542b6620
"Editors can explicitly request a draft publication time and note. Squad never creates, changes, or executes a schedule job.","Redakteure können explizit den Zeitpunkt und die Anmerkung zur Veröffentlichung eines Entwurfs anfordern. Squad erstellt, ändert oder führt niemals einen Zeitplanjob aus.",,site/modules/Relay/Relay.module.php,be5bd4d8f894e2fc2b7e3b7b4b09752d
Editors with relay-manage can move pending actions between calendar dates. The original local time is preserved and permissions are checked again on drop.,Redakteure mit relay-manage können ausstehende Aktionen zwischen Kalenderdaten verschieben. Die ursprüngliche Ortszeit bleibt erhalten und die Berechtigungen werden beim Ablegen erneut überprüft.,,site/modules/Relay/Relay.module.php,707dbc0e342d941c54ee8a2a45e8412f
Edit page,Seite bearbeiten,,site/modules/Relay/Relay.module.php,3fa4031425bbfdb55a03849422d8d9dc
Edit settings,Einstellungen bearbeiten,,site/modules/Relay/Relay.module.php,54a029420d74c0dff69239155cf510b5
Email,E-Mail,,site/modules/Relay/Relay.module.php,ce8ae9da5b7cd6c3df2929543a9af92d
Email delivery,E-Mail-Zustellung,,site/modules/Relay/Relay.module.php,d359a149116a34dbb0a901aa8c337c4c
Email notifications,E-Mail-Benachrichtigungen,,site/modules/Relay/Relay.module.php,a67ce68ccac082ad54a552bdbcb6ecd7
Email recipients,E-Mail-Empfänger,,site/modules/Relay/Relay.module.php,f5faf8c2381b3d9154eb5f5dd691f283
Enabled,Aktiviert,,site/modules/Relay/Relay.module.php,00d23a76e43b46dae9ec7aa9dcbebb32
Enable drag-and-drop rescheduling,Aktivieren Sie die Neuplanung per Drag-and-Drop,,site/modules/Relay/Relay.module.php,de3d3578ddd25bffda96bf156db01bf3
Enabled — workers paused,Aktiviert – Arbeiter pausiert,,site/modules/Relay/Relay.module.php,3256a4eb4f44a634d22d59a68ba3f48d
Enable imitation mode,Aktivieren Sie den Imitationsmodus,,site/modules/Relay/Relay.module.php,24b73324071c5dfbb0e305ce0206866e
Enable LazyCron fallback,Aktivieren Sie den LazyCron-Fallback,,site/modules/Relay/Relay.module.php,106a7d734be466cb4eb1286c0db300a3
Enable local JSON interface CLI,Aktivieren Sie die lokale JSON-Schnittstelle CLI,,site/modules/Relay/Relay.module.php,7793def117fcb0eb807953482ecc3d0f
Enable operational email notifications,Aktivieren Sie betriebliche E-Mail-Benachrichtigungen,,site/modules/Relay/Relay.module.php,4bea2ffacb2de7eb3fce6499b0eda9ec
Enable or pause the every-minute fallback and set its bounded batch size.,Aktivieren oder pausieren Sie den minütlichen Fallback und legen Sie die begrenzte Batchgröße fest.,,site/modules/Relay/Relay.module.php,ca52ee9554bac5b7dd4c0d3e6e463a0d
Enable permission-gated PHP API,Aktivieren Sie die berechtigungsgesteuerte PHP-API,,site/modules/Relay/Relay.module.php,3bdac8c3a13162887c083f74520a6ea0
Enables bin/relay-interface. Mutations require --execute. The production worker bin/relay.php remains independent.,Aktiviert bin/relay-interface. Mutationen erfordern --execute. Der Produktionsmitarbeiter bin/relay.php bleibt unabhängig.,,site/modules/Relay/Relay.module.php,172e32e49e129e75af69a597d99dfe23
Enable Squad planning proposals,Aktivieren Sie Squad Planungsvorschläge,,site/modules/Relay/Relay.module.php,42c93340016391831d130f75b7cefac5
Enable Telegram administrator notifications,Aktivieren Sie Telegram-Administratorbenachrichtigungen,,site/modules/Relay/Relay.module.php,89ac77e9a3dc9c1f4dc60866931a1a19
Enable template filtering and sorting,Aktivieren Sie das Filtern und Sortieren von Vorlagen,,site/modules/Relay/Relay.module.php,b3bdbdea4bd2dd92725bc5f4c3430130
Enable versioned JSON REST API,Aktivieren Sie die versionierte JSON REST-API,,site/modules/Relay/Relay.module.php,e256b106ec9f9f22f30ca9baab8e0c77
Event move cancelled.,Event-Verschiebung abgesagt.,,site/modules/Relay/Relay.module.php,91e1342594826d2f3f00b8eabcab926f
Events,Veranstaltungen,,site/modules/Relay/Relay.module.php,87f9f735a1d36793ceaecd4e47124b63
Every %d minute,Jede %d Minute,,site/modules/Relay/Relay.module.php,157ec7e34382181c1058341d45a28e43
Every %d minutes,Alle %d Minuten,,site/modules/Relay/Relay.module.php,1158687b6e1022c76fd594985a098e3c
Executable,Ausführbar,,site/modules/Relay/Relay.module.php,38492e6b60e40c59a376e2151778e2c7
Execution,Ausführung,,site/modules/Relay/Relay.module.php,8f44785c8c19412c5b6611db30984514
Execution boundary,Ausführungsgrenze,,site/modules/Relay/Relay.module.php,51df7f1559f4fbd296dfe38ee563d54c
"Expose Relay only through explicit, independently enabled API, CLI, email, and Telegram channels.","Stellen Sie Relay nur über explizite, unabhängig aktivierte API-, CLI-, E-Mail- und Telegram-Kanäle bereit.",,site/modules/Relay/Relay.module.php,9dd22c58984eec93da8fde0494aa42d7
Failed,Fehlgeschlagen,,site/modules/Relay/Relay.module.php,d7c8c85bf79bbe1b7188497c32c3b0ca
Failed action,Fehlgeschlagene Aktion,,site/modules/Relay/Relay.module.php,662cd226c08fafcf8b4f965552624506
Failed jobs need attention,Fehlgeschlagene Jobs brauchen Aufmerksamkeit,,site/modules/Relay/Relay.module.php,a1c2d57aa9f8db4ba9d478c64c57c7b1
Fallback,Rückfall,,site/modules/Relay/Relay.module.php,882277bdf25efaeb8295e842ebcb3d11
First day of the week,Erster Tag der Woche,,site/modules/Relay/Relay.module.php,6a4bb3d78eae10076729e0a34d8a9bc6
Focus on the immediate publishing window without losing action status and ownership.,"Konzentrieren Sie sich auf das unmittelbare Veröffentlichungsfenster, ohne den Aktionsstatus und die Eigentümerschaft zu verlieren.",,site/modules/Relay/Relay.module.php,c0ae0b20995ff568f22be3f233ac6780
Future changes,Zukünftige Änderungen,,site/modules/Relay/Relay.module.php,dccd1fc1b7511b0993d6c5601d8cc8f6
Generated crontab line,Generierte Crontab-Zeile,,site/modules/Relay/Relay.module.php,6d49833d3be123d974723812cc883631
Generate one scoped token for an eligible ProcessWire actor. Rotation invalidates the previous token immediately.,Generieren Sie ein bereichsbezogenes Token für einen berechtigten ProcessWire-Akteur. Durch die Drehung wird der vorherige Token sofort ungültig.,,site/modules/Relay/Relay.module.php,b3bd0cf5e92005a5a280e61572e36ab9
Generate token,Token generieren,,site/modules/Relay/Relay.module.php,2d171048040ef7ea557988caa0812bf3
Grouped by template; actions inside each template stay in date and time order.,Gruppiert nach Vorlage; Aktionen innerhalb jeder Vorlage bleiben in der Reihenfolge von Datum und Uhrzeit.,,site/modules/Relay/Relay.module.php,c6bdd1ee6744c0d8c508beae22506ef5
Highlight Saturdays and Sundays,Markieren Sie Samstage und Sonntage,,site/modules/Relay/Relay.module.php,5e69b54c3f595a4538ca6332fdfc394b
Hook,Haken,,site/modules/Relay/Relay.module.php,b9b371458ab7c314f88b81c553f6ce51
Imitation mode,Imitationsmodus,,site/modules/Relay/Relay.module.php,e49ea13b6b7d1e7986b0b673e50d2e6a
Imitation mode is active,Der Imitationsmodus ist aktiv,,site/modules/Relay/Relay.module.php,cd10da6ada8f971f2ccb20212441b5fe
Imitation mode is active. All workers remain paused until it is disabled.,"Der Imitationsmodus ist aktiv. Alle Worker bleiben angehalten, bis sie deaktiviert werden.",,site/modules/Relay/Relay.module.php,ce7f4690cdb1bde226ad1e65a0ca7ff2
Imitation mode is not enabled.,Der Imitationsmodus ist nicht aktiviert.,,site/modules/Relay/Relay.module.php,1c594cab0cc5d4a93ba7c2f22312b715
Imitation mode · Empty,Imitationsmodus · Leer,,site/modules/Relay/Relay.module.php,9a55c7c8a6199466be3e92737d2ffd36
Imitation sandbox,Nachgemachter Sandkasten,,site/modules/Relay/Relay.module.php,32fdfe79a9795a093f89f2cf94a3c501
Inactive,Inaktiv,,site/modules/Relay/Relay.module.php,3cab03c00dbd11bc3569afa0748013f0
Inspect schedule data from the server shell. Commands that change data run only when --execute is supplied explicitly.,"Überprüfen Sie die Zeitplandaten von der Server-Shell. Befehle, die Daten ändern, werden nur ausgeführt, wenn --execute explizit angegeben wird.",,site/modules/Relay/Relay.module.php,7df86ea815079226f0c495188750143c
Installed,Installiert,,site/modules/Relay/Relay.module.php,98dd43dfae05b11befe1f140e0ec787a
Install or update TeleWire 1.0.2 before enabling Telegram delivery.,"Installieren oder aktualisieren Sie TeleWire 1.0.2, bevor Sie die Telegram-Lieferung aktivieren.",,site/modules/Relay/Relay.module.php,3351985839729c8df5d2d82d9a27a734
Install Squad and configure an active provider key before enabling planning assistance.,"Installieren Sie Squad und konfigurieren Sie einen aktiven Anbieterschlüssel, bevor Sie die Planungsunterstützung aktivieren.",,site/modules/Relay/Relay.module.php,2922e4e68f2a4db397c7f04f566b2045
Install the ProcessWire LazyCron module before enabling the fallback.,"Installieren Sie das Modul ProcessWire LazyCron, bevor Sie den Fallback aktivieren.",,site/modules/Relay/Relay.module.php,4112d9917c9abf8290c7c7a716f0481d
Integration,Integration,,site/modules/Relay/Relay.module.php,1115b855bb2a508bc2ca0609cc2d0f65
Interface CLI,Schnittstelle CLI,,site/modules/Relay/Relay.module.php,4a4d79b6ea4d61e67ecb97d0574c7a37
Interfaces,Schnittstellen,,site/modules/Relay/Relay.module.php,756640f0aea5f5bea1cbe250a9d08989
Internal note,Interner Hinweis,,site/modules/Relay/Relay.module.php,08643daceac5930a01274e8e41de11b3
Interval,Intervall,,site/modules/Relay/Relay.module.php,d16dd01adf735ed9b87eebff5fc39ce5
Job,Arbeit,,site/modules/Relay/Relay.module.php,cf51066f49e517f274b8173cc265c60b
Job totals by status.,Auftragssummen nach Status.,,site/modules/Relay/Relay.module.php,dd221ff89b3a59a63d0e27a8de45ce07
Kanban,Kanban,,site/modules/Relay/Relay.module.php,39b32dd45982038aa5704ca2728334ee
Keep plans within a deliberate time range and reject accidental far-future dates. Choose 1–20 years.,Halten Sie Ihre Pläne innerhalb eines bewussten Zeitrahmens und lehnen Sie versehentliche Termine in der fernen Zukunft ab. Wählen Sie 1–20 Jahre.,,site/modules/Relay/Relay.module.php,04eb067bbaefa7a4d7146998be7c1f66
LazyCron,LazyCron,,site/modules/Relay/Relay.module.php,30d7a80090e845f560b7784238e85969
LazyCron configuration,LazyCron-Konfiguration,,site/modules/Relay/Relay.module.php,4cdafc253d9d807533e365465062d98a
LazyCron fallback,LazyCron-Fallback,,site/modules/Relay/Relay.module.php,c7a86287d25be0c5760532c8788231ab
LazyCron module,LazyCron-Modul,,site/modules/Relay/Relay.module.php,b4ad066173e7adbff3a86a8c55f8ac29
Let an editor request an editable timing and note suggestion without scheduling or changing the page automatically.,"Lassen Sie einen Redakteur einen bearbeitbaren Timing- und Notizvorschlag anfordern, ohne die Seite automatisch zu planen oder zu ändern.",,site/modules/Relay/Relay.module.php,e58a884e8d5501418d957557e3b6f34a
Load demo data,Demodaten laden,,site/modules/Relay/Relay.module.php,efa922b4fc033e3663ba85d6e1fe21b1
"Load the dense demo dataset to test calendars, filters, drag-and-drop, popovers, and worker behavior.","Laden Sie den dichten Demodatensatz, um Kalender, Filter, Drag-and-Drop, Popovers und Arbeiterverhalten zu testen.",,site/modules/Relay/Relay.module.php,232a41cb2fee127ed68c4c339000f97c
Local command interface,Lokale Befehlsschnittstelle,,site/modules/Relay/Relay.module.php,0d7995182e070137ea07a8db7e3a07db
Local command line,Lokale Befehlszeile,,site/modules/Relay/Relay.module.php,5d7396f39b94d305ebae8c1b8b950893
Log file,Protokolldatei,,site/modules/Relay/Relay.module.php,46b3eff0289269c9569c3801c3a158d4
Log path,Protokollpfad,,site/modules/Relay/Relay.module.php,18d84cc78011f06226f5bf0e008c971a
"Low traffic, full-page caches, or downtime can delay publication because LazyCron runs only after ProcessWire serves a request. Use system crontab when publication time matters.","Geringer Datenverkehr, ganzseitige Caches oder Ausfallzeiten können die Veröffentlichung verzögern, da LazyCron erst ausgeführt wird, nachdem ProcessWire eine Anfrage bearbeitet hat. Verwenden Sie System-Crontab, wenn die Veröffentlichungszeit wichtig ist.",,site/modules/Relay/Relay.module.php,ebf34db04b06669a0bece9fbc4e70562
Manual page status remains in effect.,Der Handbuchseitenstatus bleibt bestehen.,,site/modules/Relay/Relay.module.php,fa56368b78047c00be805dabf845f0d8
Maximum attempts,Maximale Versuche,,site/modules/Relay/Relay.module.php,c01198d652d05f1acc9926e7b0c509a0
Maximum jobs per run,Maximale Jobs pro Lauf,,site/modules/Relay/Relay.module.php,c4741f245b222b56dab3620fe125ee70
Maximum jobs per worker run,Maximale Jobs pro Worker-Ausführung,,site/modules/Relay/Relay.module.php,b66f2e57b112512e97f199ba2dd8da04
Maximum planning horizon (years),Maximaler Planungshorizont (Jahre),,site/modules/Relay/Relay.module.php,ec35405bc94e0e2f6fb1840d174b0cbe
Method,Methode,,site/modules/Relay/Relay.module.php,4c3880bb027f159e801041b1021e88e8
Missing,Fehlt,,site/modules/Relay/Relay.module.php,2aee0be2678ee90fd327cc186826438e
Mode,Modus,,site/modules/Relay/Relay.module.php,650be61892bf690026089544abbd9d26
Model,Modell,,site/modules/Relay/Relay.module.php,a559b87068921eec05086ce5485e9784
Module,Modul,,site/modules/Relay/Relay.module.php,e55f75a29310d7b60f7ac1d390c8ae42
Monday,Montag,,site/modules/Relay/Relay.module.php,6f8522e0610541f1ef215a22ffa66ff6
Monday first,Montag zuerst,,site/modules/Relay/Relay.module.php,ecccd7a021822f5de320382dec458cc6
Month,Monat,,site/modules/Relay/Relay.module.php,7cbb885aa1164b390a0bc050a64e1812
Month calendar,Monatskalender,,site/modules/Relay/Relay.module.php,93608c3a92a31b6a7edbfae7fe10df07
Move a pending action.,Verschieben Sie eine ausstehende Aktion.,,site/modules/Relay/Relay.module.php,56222c089d75401f4efc1688af31ee6c
Move pending job.,Ausstehenden Job verschieben.,,site/modules/Relay/Relay.module.php,9bda1fe484d54380e8cbcaf72e221bde
Moving {title}. Drop it on another date.,Umzug {title}. Geben Sie es an einem anderen Datum ab.,,site/modules/Relay/Relay.module.php,d229f7f122905e3dd8eb0db922dde96e
Needs attention,Braucht Aufmerksamkeit,,site/modules/Relay/Relay.module.php,d6f5722e464f95d8d6411841b90ee6d2
Never,Niemals,,site/modules/Relay/Relay.module.php,6e7b34fa59e1bd229b207892956dc41c
New Bearer token,Neuer Bearer-Token,,site/modules/Relay/Relay.module.php,ec95928654904601bc79fa9e4fad48c8
Next,Als nächstes,,site/modules/Relay/Relay.module.php,10ac3d04253ef7e1ddc73e6091c0cd55
No actions,Keine Aktionen,,site/modules/Relay/Relay.module.php,7259b16f470234d3719d77cff1d16546
No actions in this period,Keine Aktionen in diesem Zeitraum,,site/modules/Relay/Relay.module.php,f0a919427679873de1e9fb5fcece5b72
No eligible actor exists. Grant relay-api and relay-manage first.,Es gibt keinen geeigneten Schauspieler. Gewähren Sie zuerst relay-api und relay-manage.,,site/modules/Relay/Relay.module.php,0b6f09497bdafdeff6f1c07174ca5653
No note added.,Keine Notiz hinzugefügt.,,site/modules/Relay/Relay.module.php,8f9b824270285fdbd6576c818b62d0b9
No publication actions are waiting.,Es warten keine Veröffentlichungsaktionen.,,site/modules/Relay/Relay.module.php,7523610678d36a96eca668bb6345af4a
No real schedule jobs or page states will be changed.,Es werden keine echten Zeitplanjobs oder Seitenzustände geändert.,,site/modules/Relay/Relay.module.php,8b6a8ab06f4ccbe94b4efb731b028bb5
No scheduled changes,Keine geplanten Änderungen,,site/modules/Relay/Relay.module.php,31b760361559b4324cbeff339370c53e
Not assigned,Nicht zugewiesen,,site/modules/Relay/Relay.module.php,63d8c71daa2adfb569eb9c363eaa7a89
Not configured,Nicht konfiguriert,,site/modules/Relay/Relay.module.php,db3f921088947d83680a80a0285ef414
Not detected,Nicht erkannt,,site/modules/Relay/Relay.module.php,60a449ec73e10cf5e78387d34fe72f59
Not exact: it runs only when the site receives traffic. Use the CLI worker every minute for production.,"Nicht genau: Es wird nur ausgeführt, wenn die Site Datenverkehr empfängt. Verwenden Sie den CLI-Worker jede Minute für die Produktion.",,site/modules/Relay/Relay.module.php,a9bf497e7f1342ddd4343ce0d3499aca
Nothing has been scheduled for this page yet.,Für diese Seite ist noch nichts geplant.,,site/modules/Relay/Relay.module.php,1312da3b07492d4a595b2cb50f92a7fa
Notify administrators when,"Benachrichtigen Sie Administratoren, wenn",,site/modules/Relay/Relay.module.php,8fed5cbdb8a11b579bce0ac7c5d9fd88
Not installed,Nicht installiert,,site/modules/Relay/Relay.module.php,d12fb360f73c34226d1e50228875d8cf
Not ready,Nicht bereit,,site/modules/Relay/Relay.module.php,486fbd81a5c5c8fe1c1dd191fdbe007f
"On a touch screen, open an action and use Date and time to move it precisely.","Öffnen Sie auf einem Touchscreen eine Aktion und verwenden Sie Datum und Uhrzeit, um sie präzise zu verschieben.",,site/modules/Relay/Relay.module.php,126b6ef26659b11b064b012fe276e301
One job.,Ein Job.,,site/modules/Relay/Relay.module.php,3c0a103ef790e8e82393eb1a88c73af8
One numeric chat ID or @channel username per line.,Eine numerische Chat-ID oder ein @channel-Benutzername pro Zeile.,,site/modules/Relay/Relay.module.php,842b87c91f0657be0e639360d4f550e7
One redacted schedule job.,Ein geschwärzter Zeitplanjob.,,site/modules/Relay/Relay.module.php,863ffcec3f7ead672fa6c84d75fe4687
Only pending demo actions can be cancelled.,Nur ausstehende Demo-Aktionen können storniert werden.,,site/modules/Relay/Relay.module.php,b925c34b94090f0ced19051090d08a70
Only pending jobs can be cancelled.,Es können nur ausstehende Aufträge abgebrochen werden.,,site/modules/Relay/Relay.module.php,bcca68fda82c77a19c4b030ee533a8cc
Only pending jobs can be rescheduled.,Es können nur ausstehende Aufträge umgeplant werden.,,site/modules/Relay/Relay.module.php,0ae30f650cf62061be0428786afd053f
Open %s in the three-day view,Öffnen Sie %s in der Drei-Tages-Ansicht,,site/modules/Relay/Relay.module.php,a0147078e5c3807099e3c6e8bc6aad4f
Open %s on the timeline,Öffnen Sie %s auf der Timeline,,site/modules/Relay/Relay.module.php,b8dc0edc3bfc72a166efb5aed4cf64bf
Open actions for details or drag pending work while preserving its local time.,Öffnen Sie Aktionen für Details oder ziehen Sie ausstehende Arbeiten unter Beibehaltung der Ortszeit.,,site/modules/Relay/Relay.module.php,9e264d47eed20ad7d80b3f6853964f33
"Open a day for its agenda, or use compact pending events for details and drag-and-drop.",Öffnen Sie einen Tag für seine Agenda oder nutzen Sie kompakte ausstehende Ereignisse für Details und Drag-and-Drop.,,site/modules/Relay/Relay.module.php,47d6571ba24fc70978d56035315ad1be
"Open an action for details, or drag a pending action between days.","Öffnen Sie eine Aktion, um Details anzuzeigen, oder ziehen Sie eine ausstehende Aktion zwischen den Tagen.",,site/modules/Relay/Relay.module.php,de8ad42583797a15bdc14d2a3dd629bb
Open editorial calendar,Redaktionskalender öffnen,,site/modules/Relay/Relay.module.php,36f4faf1ae1fc2650cd33907e9675e48
Open publication URL,Veröffentlichungs-URL öffnen,,site/modules/Relay/Relay.module.php,bf638fae3ec3b3189fd18ebe6f5249a1
Open Relay,Öffnen Sie Relay,,site/modules/Relay/Relay.module.php,cce1ea74532483448976cd6c0bcbaf14
Operational email,Betriebs-E-Mail,,site/modules/Relay/Relay.module.php,a59c893dbf6463dc7fa4f413eaaa16e1
Operational interfaces,Operative Schnittstellen,,site/modules/Relay/Relay.module.php,b9d0716888f640c6bb55253e02e8b9cf
Optional absolute CLI PHP path. Leave empty to use the binary detected by Relay.,"Optionaler absoluter CLI PHP-Pfad. Lassen Sie das Feld leer, um die von Relay erkannte Binärdatei zu verwenden.",,site/modules/Relay/Relay.module.php,fc1cc364c1fae024089655e4416bfacc
Order,Bestellen,,site/modules/Relay/Relay.module.php,a240fa27925a635b08dc28c9e4f9216d
Output,Ausgabe,,site/modules/Relay/Relay.module.php,29c2c02a361c9d7028472e5d92cd4a54
Overall schedule,Gesamtplan,,site/modules/Relay/Relay.module.php,ee288d53bc1c1b1d9d09360b05449721
Overview,Übersicht,,site/modules/Relay/Relay.module.php,3b878279a04dc47d60932cb294d96259
Page,Seite,,site/modules/Relay/Relay.module.php,193cfc9be3b995831c6af2fea6650e60
Page fields shared with Squad,Mit Squad geteilte Seitenfelder,,site/modules/Relay/Relay.module.php,03322b57054de30f2db31c5035092c67
Page published,Seite veröffentlicht,,site/modules/Relay/Relay.module.php,d6b0fb88c2bc70d9227d8c6019627014
Page schedule,Seitenplan,,site/modules/Relay/Relay.module.php,0e511b74ffb214e3bc957b2692d5056d
Page timeline,Zeitleiste der Seite,,site/modules/Relay/Relay.module.php,c4e84ad73fa62b34e6d144c5344ab976
Past and future publication actions for this page.,Vergangene und zukünftige Veröffentlichungsaktionen für diese Seite.,,site/modules/Relay/Relay.module.php,dbb371ac27ab91f9ee3d12048000f604
Paused by imitation,Angehalten durch Nachahmung,,site/modules/Relay/Relay.module.php,ba990f624cbd7c08aeb24c927a7e595b
Pending actions,Ausstehende Aktionen,,site/modules/Relay/Relay.module.php,c054a7deca822c899ac734543443b094
Permanent safety and planning instructions. Page values are supplied separately as untrusted context.,Ständige Sicherheits- und Planungshinweise. Seitenwerte werden separat als nicht vertrauenswürdiger Kontext bereitgestellt.,,site/modules/Relay/Relay.module.php,9bd18b00c6a90c138599c718422b9bf2
Permissions and mutation CSRF token.,Berechtigungen und Mutation CSRF-Token.,,site/modules/Relay/Relay.module.php,72043eca1d63f5feedc439ec34d80def
PHP binary,PHP-Binärdatei,,site/modules/Relay/Relay.module.php,557a2a23ac67051108310879203374d7
PHP facade,PHP Fassade,,site/modules/Relay/Relay.module.php,3f397dbe47b1a9452df9f6a4e3c72887
Plan a publication change,Planen Sie eine Publikationsänderung,,site/modules/Relay/Relay.module.php,642e182b6c20b48e7a14e599af12f91c
Planning,Planung,,site/modules/Relay/Relay.module.php,21d28aa03f67eb242b1c95a6a0594ff5
Plan publication changes without adding fields to the page template. Times are displayed in,"Planen Sie Veröffentlichungsänderungen, ohne der Seitenvorlage Felder hinzuzufügen. Die Zeiten werden in angezeigt",,site/modules/Relay/Relay.module.php,644874957871efb8ae73f9f9bc27021f
Previous,Zurück,,site/modules/Relay/Relay.module.php,dd1f775e443ff3b9a89270713580a51b
Privacy boundary,Datenschutzgrenze,,site/modules/Relay/Relay.module.php,283b0ce628b8a10d8923af1921d7d447
Private runtime override,Private Laufzeitüberschreibung,,site/modules/Relay/Relay.module.php,70fad1ed108d3bef630c20886e1f3516
Processed %d job(s).,Verarbeitete(n) %d-Job(s).,,site/modules/Relay/Relay.module.php,8a4ef761295f6617787a6d547aac80ff
Processing,Verarbeitung,,site/modules/Relay/Relay.module.php,643562a9ae7099c8aabfdc93478db117
ProcessWire root,ProcessWire-Root,,site/modules/Relay/Relay.module.php,ac3e4a2dfc1b73ebfab04e602e1458b1
Production worker,Produktionsmitarbeiter,,site/modules/Relay/Relay.module.php,f8d760f032ce10447934c3f875ceafb8
Production worker schedule,Zeitplan für Produktionsmitarbeiter,,site/modules/Relay/Relay.module.php,2a5d3927d22a2485302a2dc679a57936
Provider,Anbieter,,site/modules/Relay/Relay.module.php,27703c8f150ac4bb0a3a83a7857353af
Publication,Veröffentlichung,,site/modules/Relay/Relay.module.php,6bd6beac1da76b2d2a9c3b7914ba034c
Publication action,Veröffentlichungsaktion,,site/modules/Relay/Relay.module.php,dadb48cbe16dd21fd1830c5f05a048a6
Publication action cancelled,Veröffentlichungsaktion abgebrochen,,site/modules/Relay/Relay.module.php,72cd0abc0ea0d13d5f3401d9e4d922f8
Publication action completed,Veröffentlichungsaktion abgeschlossen,,site/modules/Relay/Relay.module.php,24e41131b3e3ede705f75e6fb30ded07
Publication action failed,Die Veröffentlichungsaktion ist fehlgeschlagen,,site/modules/Relay/Relay.module.php,2b82ba46560cc49cc5a4b2590e7a3810
Publication action rescheduled,Veröffentlichungsaktion verschoben,,site/modules/Relay/Relay.module.php,452f960923936bc6387c2bfdf7c58642
Publication action scheduled,Veröffentlichungsaktion geplant,,site/modules/Relay/Relay.module.php,f192c92be12428895c71979f8f262e48
Publication details,Veröffentlichungsdetails,,site/modules/Relay/Relay.module.php,5b5a5357b1225e7c4782d8b87ae5f1f9
Publication schedule,Veröffentlichungsplan,,site/modules/Relay/Relay.module.php,391360562ffbf7e7954e887515d12d2f
Publication URL copied.,Veröffentlichungs-URL kopiert.,,site/modules/Relay/Relay.module.php,8c1922f45f474187f4011a72721121ce
Publication window dates must use the same timezone.,Die Daten des Veröffentlichungsfensters müssen dieselbe Zeitzone verwenden.,,site/modules/Relay/Relay.module.php,aa4b2fe1dd956f414211bc54fcdf1543
Publication window scheduled.,Veröffentlichungsfenster geplant.,,site/modules/Relay/Relay.module.php,dc2d62b1b17fc08c73fae9f7f4479f4d
"Publication window — publish, then unpublish","Veröffentlichungsfenster – veröffentlichen, dann Veröffentlichung rückgängig machen",,site/modules/Relay/Relay.module.php,773c3734d225c29503114fa7f60bdfb3
Publish,Veröffentlichen,,site/modules/Relay/Relay.module.php,110a4b01beabd53b661a47d4b44bd7a8
Publish date and time,Datum und Uhrzeit der Veröffentlichung,,site/modules/Relay/Relay.module.php,ea8c357a79ebe2a4776d4e8926954151
Published,Veröffentlicht,,site/modules/Relay/Relay.module.php,9b9d8a976b42e0bd66381797644943d5
Published page,Veröffentlichte Seite,,site/modules/Relay/Relay.module.php,ac2a2b7773d5d957c03b0fcd272f921d
Publishing plan is active,Der Veröffentlichungsplan ist aktiv,,site/modules/Relay/Relay.module.php,dce2e31c5cbc865e6ea6dcd91d3dc65d
Publishing schedule,Veröffentlichungsplan,,site/modules/Relay/Relay.module.php,2f2cc68111d3ba853e4e5d6990cfcbc7
Publish page — make publicly visible,Seite veröffentlichen – öffentlich sichtbar machen,,site/modules/Relay/Relay.module.php,89da54a14225a280d2c77d2ae5d30866
Purpose,Zweck,,site/modules/Relay/Relay.module.php,261addf78c7b2c961032b3dd08ba0b1f
