en,tr,description,file,hash
Demo: early campaign publication completed,Demo: erken kampanya yayın tamamlandı,,site/modules/Relay/Relay.module.php,e3d5f3a32b5421ced92d87f5ffbeceac
Demo: editorial launch was cancelled,Demo: editör lansmanı iptal edildi,,site/modules/Relay/Relay.module.php,a01270e1dbfc1e2769918d75edf321c9
Demo: evening feature release,Demo: akşam özelliği salıverme,,site/modules/Relay/Relay.module.php,567f1fb2c94383e790f3418e142baf74
Demo: evening launch cancelled,Demo: akşam lansmanı iptal edildi,,site/modules/Relay/Relay.module.php,01fc1bca507f5108d78708c516c816b4
Demo: expired publication removed,Demo: expired Yayın kaldırıldı,,site/modules/Relay/Relay.module.php,b763e6b4f53c3fd7a9de4f47a0c2114e
Demo: failed action ready for review,Demo: gözden geçirme için hazır başarısız eylem,,site/modules/Relay/Relay.module.php,5859cace48df8a80fd1e50d0a44db568
Demo: fortnight editorial milestone,Demo: Fortnight editör kilometre,,site/modules/Relay/Relay.module.php,628d6aee4011ccee88dc1bf6b6c6a870
Demo: future content retirement,Demo: gelecekteki içerik emeklilik,,site/modules/Relay/Relay.module.php,bdc873844e059ddcae9990287bc292bd
Demo: knowledge-base update,Demo: bilgi-base update,,site/modules/Relay/Relay.module.php,c48930a7b7c6f8ff23ff055391d425ac
Demo: late editorial release,Demo: geç editör salıverme,,site/modules/Relay/Relay.module.php,b791b6bcfd612979c4687115f84eb08e
Demo: long-range publication plan,Demo: uzun vadeli yayın planı,,site/modules/Relay/Relay.module.php,400ab62682aa49552e4380713ad93e0a
Demo: midday failure awaiting review,Demo: ara gün başarısızlık incelemesi bekliyor,,site/modules/Relay/Relay.module.php,89c5dec77182b2aa09c797b388425c12
Demo: morning product announcement,Demo: sabah ürün duyuru,,site/modules/Relay/Relay.module.php,cfc62a32cc355880439d5fdef545d001
Demo: morning publication completed,Demo: sabah yayını tamamlandı,,site/modules/Relay/Relay.module.php,2e8dff2e51605dbdeab759499467499c
Demo: next-month opening slot,Demo: sonraki aylık açılış slot,,site/modules/Relay/Relay.module.php,a878e7698bf4faedb78c19170b1cf719
Demo: next-month preview release,Demo: sonraki aylık önizleme sürümü,,site/modules/Relay/Relay.module.php,af1bd2075439d8df12b07e11bf05d1b9
Demo: older unpublication plan was replaced,Demo: eski devletsiz plan değiştirildi,,site/modules/Relay/Relay.module.php,34c8d916e9e146e6fb5fc3dd901b44a8
Demo: partner announcement,Demo: ortak duyuru,,site/modules/Relay/Relay.module.php,b2a018fc7c3d19dcdf4d0695c724acc6
Demo: planned unpublication,Demo: kamulaştırmayı planladı,,site/modules/Relay/Relay.module.php,e7d5b5bc493fabbe51504d69e0f43ca6
Demo: primary publication slot,Demo: birincil yayın slot,,site/modules/Relay/Relay.module.php,4483db70aab9eca19c24e99fcbad5e9d
Demo: publication failed after retries,Demo: Yayın yeniden kuruldıktan sonra başarısız oldu,,site/modules/Relay/Relay.module.php,6f60e14c8fd741c66345e49096581f4c
Demo: quarterly archive plan,Demo: çeyrek arşiv planı,,site/modules/Relay/Relay.module.php,97590c824e1a54db97e0e72240d1c493
Demo: queued editorial processing,Demo: kuyruklı editör işleme,,site/modules/Relay/Relay.module.php,ece98969aa73936c424d7448d63bacb3
Demo: replaced end-of-day plan,Demo: son gün planı değiştir,,site/modules/Relay/Relay.module.php,2679b07e8c9e4e61109af074c6186e6e
Demo: scheduled release completed,Demo: Planlanan salıverme tamamlandı,,site/modules/Relay/Relay.module.php,ec72c83754784238e397d3339ae104d9
Demo: short-lived notice expiry,Demo: kısa ömürlü fark expiry,,site/modules/Relay/Relay.module.php,fb8069cd90115c02ca5e02390962d2e2
Demo: temporary page expiry,Demo: geçici sayfa expiry,,site/modules/Relay/Relay.module.php,777528530b00495f5bbffd74c0bb0d22
Demo: timed content expiry,Demo: Zamanlanmış içerik expiry,,site/modules/Relay/Relay.module.php,0609257a5b1203389dca701490616329
Demo: weekend publication,Demo: hafta sonu yayın,,site/modules/Relay/Relay.module.php,772e6de1d5d877a83cf5234d6d45d09a
Demo: weekly editorial opening,Demo: haftalık editör açılış,,site/modules/Relay/Relay.module.php,517174a2ddde8d07dd50a71b3156a195
Demo action cancelled. No real data was changed.,Demo eylem iptal edildi. Gerçek veriler değiştirildi.,,site/modules/Relay/Relay.module.php,9a3da0c5f659e2d591b558084f562a16
Demo action created. No real data was added.,Oluşturulan Demo eylem. Gerçek veriler eklendi.,,site/modules/Relay/Relay.module.php,84aa0e76a7be503b5914d4aaad23b893
Demo actions,Demo eylemleri,,site/modules/Relay/Relay.module.php,dc058d439f9787fa13ea7d0189fc9a67
Demo action updated. No real data was changed.,Demo eylem güncellendi. Gerçek veriler değiştirildi.,,site/modules/Relay/Relay.module.php,5e788eab456f5d2537002e54d9028edd
Demo failure: retry limit reached,Demo başarısızlık: Yeniden deneme sınırı ulaştı,,site/modules/Relay/Relay.module.php,1b648a384fab436f6371cbb50fed1432
Demo publication window created. No real data was added.,Demo yayın penceresi oluşturuldu. Gerçek veriler eklendi.,,site/modules/Relay/Relay.module.php,fe51125b66789ffd624b0fcb116cd4e4
Demo sandbox cleared.,Demo sandbox temizlendi.,,site/modules/Relay/Relay.module.php,0f4bc421a79c379c6088bfc9da36d518
Disabled,Engelliler,,site/modules/Relay/Relay.module.php,b9f5c797ebbf55adccdd8539a65a0241
Disable this option to return to the real schedule. Imitation data can be cleared from the Relay workspace.,Bu seçeneği gerçek programa geri dönmek için ayırt edilebilir. Imitation verileri Relay çalışma alanından temizlenebilir.,,site/modules/Relay/Relay.module.php,44d4af7a081e376050300527f4ccf823
Dismiss notification,İzinsiz bildirim,,site/modules/Relay/Relay.module.php,f60fdb90ef3ee39faa9ae1dcf41b99bc
Drag selected fields into priority order; only fields present on the requested page are sent.,Drag seçilmiş alanları öncelik düzenine; sadece talep edilen sayfada bulunan alanlar gönderilir.,,site/modules/Relay/Relay.module.php,75cd4af5e243ca9b7097e3efb57820eb
"Drag this pending action to another date, or open it for exact rescheduling.","Bu, başka bir tarihe kadar bu bekleyen eylemi sürükleyin veya tam rescheduling için açın.",,site/modules/Relay/Relay.module.php,6c838aa8af183942b8654bc03625178e
Edit,Edit Edit,,site/modules/Relay/Relay.module.php,7dce122004969d56ae2e0245cb754d35
Editorial identity,Yayın kimliği,,site/modules/Relay/Relay.module.php,e439c9c6d21a35df29cc1f53267b38ef
Editorial identity roles,Yayınlanma kimlik rolleri,,site/modules/Relay/Relay.module.php,d61b0692a07d7f1642dc1884b7d65530
Editorial planning,Yayın planlama,,site/modules/Relay/Relay.module.php,e58d817da46eec7830b8d99de903ca60
Editorial planning assistance,Yayınlama yardımını planlama,,site/modules/Relay/Relay.module.php,811e14b0c4ed2ee9fd897d35100089dc
Editorial timezone,Yayın zamanı,,site/modules/Relay/Relay.module.php,ad7793c2d4edb026f49afee8542b6620
"Editors can explicitly request a draft publication time and note. Squad never creates, changes, or executes a schedule job.","Editörler, bir taslak yayın süresini ve notu talep edebilir. Squad asla bir program işi yaratmaz veya yürütemez.",,site/modules/Relay/Relay.module.php,be5bd4d8f894e2fc2b7e3b7b4b09752d
Editors with relay-manage can move pending actions between calendar dates. The original local time is preserved and permissions are checked again on drop.,"relay-manage ile editörler, takvim tarihleri arasında eylemleri takip edebilir. orijinal yerel zaman korunmuş ve izinler tekrar gözden geçirilir.",,site/modules/Relay/Relay.module.php,707dbc0e342d941c54ee8a2a45e8412f
Edit page,Edit page,,site/modules/Relay/Relay.module.php,3fa4031425bbfdb55a03849422d8d9dc
Edit settings,Edit ayarları,,site/modules/Relay/Relay.module.php,54a029420d74c0dff69239155cf510b5
Email,E-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e-posta e,,site/modules/Relay/Relay.module.php,ce8ae9da5b7cd6c3df2929543a9af92d
Email delivery,E-posta teslimat,,site/modules/Relay/Relay.module.php,d359a149116a34dbb0a901aa8c337c4c
Email notifications,E-posta bildirimleri,,site/modules/Relay/Relay.module.php,a67ce68ccac082ad54a552bdbcb6ecd7
Email recipients,E-posta alıcıları,,site/modules/Relay/Relay.module.php,f5faf8c2381b3d9154eb5f5dd691f283
Enabled,Enabled,,site/modules/Relay/Relay.module.php,00d23a76e43b46dae9ec7aa9dcbebb32
Enable drag-and-drop rescheduling,Enable drag-and-drop rescheduling,,site/modules/Relay/Relay.module.php,de3d3578ddd25bffda96bf156db01bf3
Enabled — workers paused,Enabled - işçiler durakladı,,site/modules/Relay/Relay.module.php,3256a4eb4f44a634d22d59a68ba3f48d
Enable imitation mode,Enable taklit modu,,site/modules/Relay/Relay.module.php,24b73324071c5dfbb0e305ce0206866e
Enable LazyCron fallback,Enable LazyCron geri dönüş,,site/modules/Relay/Relay.module.php,106a7d734be466cb4eb1286c0db300a3
Enable local JSON interface CLI,Enable yerel JSON arayüzü CLI,,site/modules/Relay/Relay.module.php,7793def117fcb0eb807953482ecc3d0f
Enable operational email notifications,Enable operasyonel e-posta bildirimleri,,site/modules/Relay/Relay.module.php,4bea2ffacb2de7eb3fce6499b0eda9ec
Enable or pause the every-minute fallback and set its bounded batch size.,Enable veya her dakikalık geri çekilmeyi durdurur ve sınırlanmış toplu boyutunu belirledi.,,site/modules/Relay/Relay.module.php,ca52ee9554bac5b7dd4c0d3e6e463a0d
Enable permission-gated PHP API,Enable permission-gated PHP API,,site/modules/Relay/Relay.module.php,3bdac8c3a13162887c083f74520a6ea0
Enables bin/relay-interface. Mutations require --execute. The production worker bin/relay.php remains independent.,Enables bin/relay-interface. Mutations --execute. Üretim işçisi bin/relay.php bağımsız kalır.,,site/modules/Relay/Relay.module.php,172e32e49e129e75af69a597d99dfe23
Enable Squad planning proposals,Enable Squad planlama önerileri,,site/modules/Relay/Relay.module.php,42c93340016391831d130f75b7cefac5
Enable Telegram administrator notifications,Enable Telegram yönetici bildirimleri,,site/modules/Relay/Relay.module.php,89ac77e9a3dc9c1f4dc60866931a1a19
Enable template filtering and sorting,Enable şablon filtreleme ve sıralama,,site/modules/Relay/Relay.module.php,b3bdbdea4bd2dd92725bc5f4c3430130
Enable versioned JSON REST API,Enable sürüme JSON REST API,,site/modules/Relay/Relay.module.php,e256b106ec9f9f22f30ca9baab8e0c77
Event move cancelled.,Olay iptal edildi.,,site/modules/Relay/Relay.module.php,91e1342594826d2f3f00b8eabcab926f
Events,Etkinlikler Etkinlikler Etkinlikler Etkinlikler Etkinlikler,,site/modules/Relay/Relay.module.php,87f9f735a1d36793ceaecd4e47124b63
Every %d minute,Her %d dakika,,site/modules/Relay/Relay.module.php,157ec7e34382181c1058341d45a28e43
Every %d minutes,Her %d dakika,,site/modules/Relay/Relay.module.php,1158687b6e1022c76fd594985a098e3c
Executable,Executableable,,site/modules/Relay/Relay.module.php,38492e6b60e40c59a376e2151778e2c7
Execution,Execution Execution,,site/modules/Relay/Relay.module.php,8f44785c8c19412c5b6611db30984514
Execution boundary,Execution Limit,,site/modules/Relay/Relay.module.php,51df7f1559f4fbd296dfe38ee563d54c
"Expose Relay only through explicit, independently enabled API, CLI, email, and Telegram channels.","Expose Relay sadece açık, bağımsız olarak API, CLI, e-posta ve Telegram kanalları aracılığıyla.",,site/modules/Relay/Relay.module.php,9dd22c58984eec93da8fde0494aa42d7
Failed,Başarısızlık Başarısızlık,,site/modules/Relay/Relay.module.php,d7c8c85bf79bbe1b7188497c32c3b0ca
Failed action,Başarısız eylem,,site/modules/Relay/Relay.module.php,662cd226c08fafcf8b4f965552624506
Failed jobs need attention,Başarısız işler dikkate ihtiyaç duyar,,site/modules/Relay/Relay.module.php,a1c2d57aa9f8db4ba9d478c64c57c7b1
Fallback,Sonbahar,,site/modules/Relay/Relay.module.php,882277bdf25efaeb8295e842ebcb3d11
First day of the week,Haftanın ilk günü,,site/modules/Relay/Relay.module.php,6a4bb3d78eae10076729e0a34d8a9bc6
Focus on the immediate publishing window without losing action status and ownership.,Eylem statüsünü ve mülkiyetini kaybetmeden derhal yayın penceresine odaklanın.,,site/modules/Relay/Relay.module.php,c0ae0b20995ff568f22be3f233ac6780
Future changes,Future değişiklikleri,,site/modules/Relay/Relay.module.php,dccd1fc1b7511b0993d6c5601d8cc8f6
Generated crontab line,Genrated crontab line,,site/modules/Relay/Relay.module.php,6d49833d3be123d974723812cc883631
Generate one scoped token for an eligible ProcessWire actor. Rotation invalidates the previous token immediately.,Uygun bir ProcessWire aktörü için bir kapsamlı. Rotation önceki tokeni hemen geçersiz kılar.,,site/modules/Relay/Relay.module.php,b3bd0cf5e92005a5a280e61572e36ab9
Generate token,Genrate token,,site/modules/Relay/Relay.module.php,2d171048040ef7ea557988caa0812bf3
Grouped by template; actions inside each template stay in date and time order.,Şablon tarafından gruplandırılın; her şablonun içindeki eylemler tarih ve zaman düzeni içinde kalır.,,site/modules/Relay/Relay.module.php,c6bdd1ee6744c0d8c508beae22506ef5
Highlight Saturdays and Sundays,Highlight Cumartesi ve Pazarlar,,site/modules/Relay/Relay.module.php,5e69b54c3f595a4538ca6332fdfc394b
Hook,Hook Hook,,site/modules/Relay/Relay.module.php,b9b371458ab7c314f88b81c553f6ce51
Imitation mode,Imitation mod,,site/modules/Relay/Relay.module.php,e49ea13b6b7d1e7986b0b673e50d2e6a
Imitation mode is active,Imitation modu aktif,,site/modules/Relay/Relay.module.php,cd10da6ada8f971f2ccb20212441b5fe
Imitation mode is active. All workers remain paused until it is disabled.,Imitation modu aktiftir. Tüm işçiler engelli olana kadar duraklanır.,,site/modules/Relay/Relay.module.php,ce7f4690cdb1bde226ad1e65a0ca7ff2
Imitation mode is not enabled.,Imitation modu etkinleştirilmemektedir.,,site/modules/Relay/Relay.module.php,1c594cab0cc5d4a93ba7c2f22312b715
Imitation mode · Empty,Imitation mode · Boşsuz,,site/modules/Relay/Relay.module.php,9a55c7c8a6199466be3e92737d2ffd36
Imitation sandbox,Imitation sandbox,,site/modules/Relay/Relay.module.php,32fdfe79a9795a093f89f2cf94a3c501
Inactive,Inaktif Inaktif,,site/modules/Relay/Relay.module.php,3cab03c00dbd11bc3569afa0748013f0
Inspect schedule data from the server shell. Commands that change data run only when --execute is supplied explicitly.,"Sunucu kabuğundan gelen tahmin programı verileri, verileri yalnızca --execute'in sağladığı durumlarda değiştirir.",,site/modules/Relay/Relay.module.php,7df86ea815079226f0c495188750143c
Installed,Yüklemek için,,site/modules/Relay/Relay.module.php,98dd43dfae05b11befe1f140e0ec787a
Install or update TeleWire 1.0.2 before enabling Telegram delivery.,TeleWire 1.0.2'yi Telegram teslimatını sağlamadan önce yükleyin veya güncellemek.,,site/modules/Relay/Relay.module.php,3351985839729c8df5d2d82d9a27a734
Install Squad and configure an active provider key before enabling planning assistance.,Squad'i yükleyin ve planlama yardımına izin vermeden önce aktif bir sağlayıcı anahtarı yapılandırın.,,site/modules/Relay/Relay.module.php,2922e4e68f2a4db397c7f04f566b2045
Install the ProcessWire LazyCron module before enabling the fallback.,ProcessWire LazyCron modülü geri çekilmeye izin vermeden önce.,,site/modules/Relay/Relay.module.php,4112d9917c9abf8290c7c7a716f0481d
Integration,Bütünleşme Entegrasyonu,,site/modules/Relay/Relay.module.php,1115b855bb2a508bc2ca0609cc2d0f65
Interface CLI,Interface CLI,,site/modules/Relay/Relay.module.php,4a4d79b6ea4d61e67ecb97d0574c7a37
Interfaces,Interfaces,,site/modules/Relay/Relay.module.php,756640f0aea5f5bea1cbe250a9d08989
Internal note,İç not,,site/modules/Relay/Relay.module.php,08643daceac5930a01274e8e41de11b3
Interval,Interval Interval Interval,,site/modules/Relay/Relay.module.php,d16dd01adf735ed9b87eebff5fc39ce5
Job,İşi İşi İşi,,site/modules/Relay/Relay.module.php,cf51066f49e517f274b8173cc265c60b
Job totals by status.,İş toplamları statü tarafından.,,site/modules/Relay/Relay.module.php,dd221ff89b3a59a63d0e27a8de45ce07
Kanban,Kanban,,site/modules/Relay/Relay.module.php,39b32dd45982038aa5704ca2728334ee
Keep plans within a deliberate time range and reject accidental far-future dates. Choose 1–20 years.,Disiplinli bir zaman aralığında plan tutun ve kazak olarak çok sayıdaki tarihleri reddediyoruz. 1-20 yıl seçin.,,site/modules/Relay/Relay.module.php,04eb067bbaefa7a4d7146998be7c1f66
LazyCron,LazyCron,,site/modules/Relay/Relay.module.php,30d7a80090e845f560b7784238e85969
LazyCron configuration,LazyCron yapılandırma,,site/modules/Relay/Relay.module.php,4cdafc253d9d807533e365465062d98a
LazyCron fallback,LazyCron geri dönüş,,site/modules/Relay/Relay.module.php,c7a86287d25be0c5760532c8788231ab
LazyCron module,LazyCron modülü,,site/modules/Relay/Relay.module.php,b4ad066173e7adbff3a86a8c55f8ac29
Let an editor request an editable timing and note suggestion without scheduling or changing the page automatically.,"Bir editör, sayfayı otomatik olarak planlama veya değiştirme olmadan değiştirilebilir bir zamanlama ve not önerisi talep edelim.",,site/modules/Relay/Relay.module.php,e58a884e8d5501418d957557e3b6f34a
Load demo data,Yük demo verileri,,site/modules/Relay/Relay.module.php,efa922b4fc033e3663ba85d6e1fe21b1
"Load the dense demo dataset to test calendars, filters, drag-and-drop, popovers, and worker behavior.","Takvimleri test etmek için yoğun demo veri kümesini, filtreler, sürükle-ve-kamp, popovers ve işçi davranışları.",,site/modules/Relay/Relay.module.php,232a41cb2fee127ed68c4c339000f97c
Local command interface,Yerel komut arayüzü,,site/modules/Relay/Relay.module.php,0d7995182e070137ea07a8db7e3a07db
Local command line,Yerel komut satırı,,site/modules/Relay/Relay.module.php,5d7396f39b94d305ebae8c1b8b950893
Log file,Log file,,site/modules/Relay/Relay.module.php,46b3eff0289269c9569c3801c3a158d4
Log path,Log yolu,,site/modules/Relay/Relay.module.php,18d84cc78011f06226f5bf0e008c971a
"Low traffic, full-page caches, or downtime can delay publication because LazyCron runs only after ProcessWire serves a request. Use system crontab when publication time matters.","Düşük trafik, tam sayfa önbellekleri veya downtime yayınını geciktirebilir çünkü LazyCron sadece ProcessWire bir istek hizmet eder. Yayın zaman önemli olduğunda sistem kroki kullanın.",,site/modules/Relay/Relay.module.php,ebf34db04b06669a0bece9fbc4e70562
Manual page status remains in effect.,Kılavuz sayfası durumu etki altında kalır.,,site/modules/Relay/Relay.module.php,fa56368b78047c00be805dabf845f0d8
Maximum attempts,En fazla deneme,,site/modules/Relay/Relay.module.php,c01198d652d05f1acc9926e7b0c509a0
Maximum jobs per run,İş başına maksimum işler,,site/modules/Relay/Relay.module.php,c4741f245b222b56dab3620fe125ee70
Maximum jobs per worker run,Çalışan başına maksimum işler,,site/modules/Relay/Relay.module.php,b66f2e57b112512e97f199ba2dd8da04
Maximum planning horizon (years),maksimum planlama ufuk (yıllar),,site/modules/Relay/Relay.module.php,ec35405bc94e0e2f6fb1840d174b0cbe
Method,Yöntem Yöntemi,,site/modules/Relay/Relay.module.php,4c3880bb027f159e801041b1021e88e8
Missing,Eksik Eksik Eksik Eksik Eksik,,site/modules/Relay/Relay.module.php,2aee0be2678ee90fd327cc186826438e
Mode,Mode Mode Mode Mode,,site/modules/Relay/Relay.module.php,650be61892bf690026089544abbd9d26
Model,Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model Model,,site/modules/Relay/Relay.module.php,a559b87068921eec05086ce5485e9784
Module,Modül Modül Modül Modül Modül Modül Modül,,site/modules/Relay/Relay.module.php,e55f75a29310d7b60f7ac1d390c8ae42
Monday,Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi Pazartesi,,site/modules/Relay/Relay.module.php,6f8522e0610541f1ef215a22ffa66ff6
Monday first,Pazartesi ilk Pazartesi Pazartesi Pazartesi,,site/modules/Relay/Relay.module.php,ecccd7a021822f5de320382dec458cc6
Month,Ay Ay Ay,,site/modules/Relay/Relay.module.php,7cbb885aa1164b390a0bc050a64e1812
Month calendar,Ay takvimi,,site/modules/Relay/Relay.module.php,93608c3a92a31b6a7edbfae7fe10df07
Move a pending action.,Beklenmeyen bir eyleme geçin.,,site/modules/Relay/Relay.module.php,56222c089d75401f4efc1688af31ee6c
Move pending job.,Beklemek için iş.,,site/modules/Relay/Relay.module.php,9bda1fe484d54380e8cbcaf72e221bde
Moving {title}. Drop it on another date.,{title}. Başka bir tarihte bırak.,,site/modules/Relay/Relay.module.php,d229f7f122905e3dd8eb0db922dde96e
Needs attention,Dikkate ihtiyaç var,,site/modules/Relay/Relay.module.php,d6f5722e464f95d8d6411841b90ee6d2
Never,Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla Asla,,site/modules/Relay/Relay.module.php,6e7b34fa59e1bd229b207892956dc41c
New Bearer token,New Bearer token,,site/modules/Relay/Relay.module.php,ec95928654904601bc79fa9e4fad48c8
