en,fi,description,file,hash
Disable this option to return to the real schedule. Imitation data can be cleared from the Relay workspace.,Poista tämä vaihtoehto palataksesi todelliseen aikatauluun. Jäljitystiedot voidaan tyhjentää Relay-työtilasta.,,site/modules/Relay/Relay.module.php,44d4af7a081e376050300527f4ccf823
Dismiss notification,Ilmoitus on jätettävä tutkimatta,,site/modules/Relay/Relay.module.php,f60fdb90ef3ee39faa9ae1dcf41b99bc
Drag selected fields into priority order; only fields present on the requested page are sent.,"Vedä valitut kentät tärkeysjärjestykseen; vain kentät, jotka ovat saatavilla halutulla sivulla lähetetään.",,site/modules/Relay/Relay.module.php,75cd4af5e243ca9b7097e3efb57820eb
"Drag this pending action to another date, or open it for exact rescheduling.","Vedä tämä vireillä oleva kanne toiseen päivämäärään, tai avaa se tarkkaa uudelleenjärjestelyä varten.",,site/modules/Relay/Relay.module.php,6c838aa8af183942b8654bc03625178e
Edit,Muokkaa,,site/modules/Relay/Relay.module.php,7dce122004969d56ae2e0245cb754d35
Editorial identity,Toimitettavissa oleva henkilöllisyys,,site/modules/Relay/Relay.module.php,e439c9c6d21a35df29cc1f53267b38ef
Editorial identity roles,Toimitukselliset identiteettiroolit,,site/modules/Relay/Relay.module.php,d61b0692a07d7f1642dc1884b7d65530
Editorial planning,Toimituksen suunnittelu,,site/modules/Relay/Relay.module.php,e58d817da46eec7830b8d99de903ca60
Editorial planning assistance,Toimituksen suunnittelutuki,,site/modules/Relay/Relay.module.php,811e14b0c4ed2ee9fd897d35100089dc
Editorial timezone,Toimituksen aikavyöhyke,,site/modules/Relay/Relay.module.php,ad7793c2d4edb026f49afee8542b6620
"Editors can explicitly request a draft publication time and note. Squad never creates, changes, or executes a schedule job.","Toimittajat voivat nimenomaisesti pyytää luonnos julkaisuaika ja huomata. Squad ei koskaan luo, muuttaa tai suorittaa aikataulutyötä.",,site/modules/Relay/Relay.module.php,be5bd4d8f894e2fc2b7e3b7b4b09752d
Editors with relay-manage can move pending actions between calendar dates. The original local time is preserved and permissions are checked again on drop.,relay-manage:n toimittajat voivat siirtää vireillä olevia toimia kalenteripäivien välillä. Alkuperäinen paikallinen aika säilytetään ja oikeudet tarkistetaan uudelleen pudotuksen yhteydessä.,,site/modules/Relay/Relay.module.php,707dbc0e342d941c54ee8a2a45e8412f
Edit page,Muokkaa sivua,,site/modules/Relay/Relay.module.php,3fa4031425bbfdb55a03849422d8d9dc
Edit settings,Muokkaa asetuksia,,site/modules/Relay/Relay.module.php,54a029420d74c0dff69239155cf510b5
Email,Sähköposti,,site/modules/Relay/Relay.module.php,ce8ae9da5b7cd6c3df2929543a9af92d
Email delivery,Sähköposti,,site/modules/Relay/Relay.module.php,d359a149116a34dbb0a901aa8c337c4c
Email notifications,Sähköposti-ilmoitukset,,site/modules/Relay/Relay.module.php,a67ce68ccac082ad54a552bdbcb6ecd7
Email recipients,Sähköpostin vastaanottajat,,site/modules/Relay/Relay.module.php,f5faf8c2381b3d9154eb5f5dd691f283
Enabled,Käytössä,,site/modules/Relay/Relay.module.php,00d23a76e43b46dae9ec7aa9dcbebb32
Enable drag-and-drop rescheduling,Käytä rag-and-drop- uudelleenjärjestelyä,,site/modules/Relay/Relay.module.php,de3d3578ddd25bffda96bf156db01bf3
Enabled — workers paused,Käytössä ...,,site/modules/Relay/Relay.module.php,3256a4eb4f44a634d22d59a68ba3f48d
Enable imitation mode,Käytä jäljitelmätilaa,,site/modules/Relay/Relay.module.php,24b73324071c5dfbb0e305ce0206866e
Enable LazyCron fallback,Ota käyttöön LazyCron- varauloskäynti,,site/modules/Relay/Relay.module.php,106a7d734be466cb4eb1286c0db300a3
Enable local JSON interface CLI,Ota paikallinen JSON-liitäntä käyttöön CLI,,site/modules/Relay/Relay.module.php,7793def117fcb0eb807953482ecc3d0f
Enable operational email notifications,Käytä operatiivisia sähköposti-ilmoituksia,,site/modules/Relay/Relay.module.php,4bea2ffacb2de7eb3fce6499b0eda9ec
Enable or pause the every-minute fallback and set its bounded batch size.,Ota käyttöön tai pysäytä joka minuutti varasuunnitelma ja aseta sen rajoitettu eräkoko.,,site/modules/Relay/Relay.module.php,ca52ee9554bac5b7dd4c0d3e6e463a0d
Enable permission-gated PHP API,Ota käyttöön käyttöoikeuden saanut PHP API,,site/modules/Relay/Relay.module.php,3bdac8c3a13162887c083f74520a6ea0
Enables bin/relay-interface. Mutations require --execute. The production worker bin/relay.php remains independent.,Mahdollistaa bin/relay-interface:n. Mutaatiot vaativat --execute:n. Tuotantotyöntekijä bin/relay.php pysyy itsenäisenä.,,site/modules/Relay/Relay.module.php,172e32e49e129e75af69a597d99dfe23
Enable Squad planning proposals,Ota käyttöön Squad-suunnitteluehdotukset,,site/modules/Relay/Relay.module.php,42c93340016391831d130f75b7cefac5
Enable Telegram administrator notifications,Ota käyttöön Telegram-valvojan ilmoitukset,,site/modules/Relay/Relay.module.php,89ac77e9a3dc9c1f4dc60866931a1a19
Enable template filtering and sorting,Käytä mallin suodatusta ja lajittelua,,site/modules/Relay/Relay.module.php,b3bdbdea4bd2dd92725bc5f4c3430130
Enable versioned JSON REST API,Ota käyttöön versioitu JSON REST API,,site/modules/Relay/Relay.module.php,e256b106ec9f9f22f30ca9baab8e0c77
Event move cancelled.,Tapahtuman siirto peruttu.,,site/modules/Relay/Relay.module.php,91e1342594826d2f3f00b8eabcab926f
Events,Tapahtumat,,site/modules/Relay/Relay.module.php,87f9f735a1d36793ceaecd4e47124b63
Every %d minute,Jokainen %d minuutti,,site/modules/Relay/Relay.module.php,157ec7e34382181c1058341d45a28e43
Every %d minutes,Joka %d minuutti,,site/modules/Relay/Relay.module.php,1158687b6e1022c76fd594985a098e3c
Executable,Suoritettava,,site/modules/Relay/Relay.module.php,38492e6b60e40c59a376e2151778e2c7
Execution,Toteutus,,site/modules/Relay/Relay.module.php,8f44785c8c19412c5b6611db30984514
Execution boundary,Toteutusraja,,site/modules/Relay/Relay.module.php,51df7f1559f4fbd296dfe38ee563d54c
"Expose Relay only through explicit, independently enabled API, CLI, email, and Telegram channels.","Paljasta Relay vain selkeiden, itsenäisesti käytössä API, CLI, sähköposti, ja Telegram-kanavien kautta.",,site/modules/Relay/Relay.module.php,9dd22c58984eec93da8fde0494aa42d7
Failed,Epäonnistui,,site/modules/Relay/Relay.module.php,d7c8c85bf79bbe1b7188497c32c3b0ca
Failed action,Toiminta epäonnistui,,site/modules/Relay/Relay.module.php,662cd226c08fafcf8b4f965552624506
Failed jobs need attention,Epäonnistuneita työpaikkoja on kiinnitettävä huomiota,,site/modules/Relay/Relay.module.php,a1c2d57aa9f8db4ba9d478c64c57c7b1
Fallback,Perääntyminen,,site/modules/Relay/Relay.module.php,882277bdf25efaeb8295e842ebcb3d11
First day of the week,Viikon ensimmäinen päivä,,site/modules/Relay/Relay.module.php,6a4bb3d78eae10076729e0a34d8a9bc6
Focus on the immediate publishing window without losing action status and ownership.,Keskity välittömästi julkaisuikkuna menettämättä toimintatilaa ja omistajuutta.,,site/modules/Relay/Relay.module.php,c0ae0b20995ff568f22be3f233ac6780
Future changes,Tulevat muutokset,,site/modules/Relay/Relay.module.php,dccd1fc1b7511b0993d6c5601d8cc8f6
Generated crontab line,Luotu crontab-linja,,site/modules/Relay/Relay.module.php,6d49833d3be123d974723812cc883631
Generate one scoped token for an eligible ProcessWire actor. Rotation invalidates the previous token immediately.,Luo yksi tähystetty token kelpuutettava ProcessWire-näyttelijä. Pyöritys mitätöi edellisen token välittömästi.,,site/modules/Relay/Relay.module.php,b3bd0cf5e92005a5a280e61572e36ab9
Generate token,Luo poletti,,site/modules/Relay/Relay.module.php,2d171048040ef7ea557988caa0812bf3
Grouped by template; actions inside each template stay in date and time order.,"Tämä on sellaisten vakuutus- ja jälleenvakuutusyritysten kokonaismäärä, jotka ovat saaneet vakuutus- ja jälleenvakuutustoiminnan harjoittamiseen liittyvää vakuutus- ja jälleenvakuutustoimintaa.",,site/modules/Relay/Relay.module.php,c6bdd1ee6744c0d8c508beae22506ef5
Highlight Saturdays and Sundays,Korostaa lauantait ja sunnuntait,,site/modules/Relay/Relay.module.php,5e69b54c3f595a4538ca6332fdfc394b
Hook,Koukku,,site/modules/Relay/Relay.module.php,b9b371458ab7c314f88b81c553f6ce51
Imitation mode,Imitaatiotila,,site/modules/Relay/Relay.module.php,e49ea13b6b7d1e7986b0b673e50d2e6a
Imitation mode is active,Imitaatiotila on aktiivinen,,site/modules/Relay/Relay.module.php,cd10da6ada8f971f2ccb20212441b5fe
Imitation mode is active. All workers remain paused until it is disabled.,"Kaikki työntekijät pysyvät tauolla, kunnes se on pois käytöstä.",,site/modules/Relay/Relay.module.php,ce7f4690cdb1bde226ad1e65a0ca7ff2
Imitation mode is not enabled.,Imitaatiotila ei ole käytössä.,,site/modules/Relay/Relay.module.php,1c594cab0cc5d4a93ba7c2f22312b715
Imitation mode · Empty,Imitalisaatiotila · Tyhjä,,site/modules/Relay/Relay.module.php,9a55c7c8a6199466be3e92737d2ffd36
Imitation sandbox,Jäljitelmähiekkalaatikko,,site/modules/Relay/Relay.module.php,32fdfe79a9795a093f89f2cf94a3c501
Inactive,Ei aktiivinen,,site/modules/Relay/Relay.module.php,3cab03c00dbd11bc3569afa0748013f0
Inspect schedule data from the server shell. Commands that change data run only when --execute is supplied explicitly.,"Tarkista aikataulutiedot palvelimen komentotulkista. Komentoja, jotka muuttavat tietoja ajaa vain, kun --execute toimitetaan nimenomaisesti.",,site/modules/Relay/Relay.module.php,7df86ea815079226f0c495188750143c
Installed,Asennettuna,,site/modules/Relay/Relay.module.php,98dd43dfae05b11befe1f140e0ec787a
Install or update TeleWire 1.0.2 before enabling Telegram delivery.,Asenna tai päivitä TeleWire 1.0.2 ennen Telegram-toimituksen aloittamista.,,site/modules/Relay/Relay.module.php,3351985839729c8df5d2d82d9a27a734
Install Squad and configure an active provider key before enabling planning assistance.,Asenna Squad ja määritä aktiivinen palveluntarjoaja-avain ennen kuin mahdollistat suunnittelutuen.,,site/modules/Relay/Relay.module.php,2922e4e68f2a4db397c7f04f566b2045
Install the ProcessWire LazyCron module before enabling the fallback.,Asenna ProcessWire LazyCron-moduuli ennen varajärjestelmän käyttöönottoa.,,site/modules/Relay/Relay.module.php,4112d9917c9abf8290c7c7a716f0481d
Integration,Kotouttaminen,,site/modules/Relay/Relay.module.php,1115b855bb2a508bc2ca0609cc2d0f65
Interface CLI,Liitäntä CLI,,site/modules/Relay/Relay.module.php,4a4d79b6ea4d61e67ecb97d0574c7a37
Interfaces,Liitännät,,site/modules/Relay/Relay.module.php,756640f0aea5f5bea1cbe250a9d08989
Internal note,Sisäinen huomautus,,site/modules/Relay/Relay.module.php,08643daceac5930a01274e8e41de11b3
Interval,Väliaika,,site/modules/Relay/Relay.module.php,d16dd01adf735ed9b87eebff5fc39ce5
Job,Työ,,site/modules/Relay/Relay.module.php,cf51066f49e517f274b8173cc265c60b
Job totals by status.,Työt yhteensä statuksen mukaan.,,site/modules/Relay/Relay.module.php,dd221ff89b3a59a63d0e27a8de45ce07
Kanban,Kanban,,site/modules/Relay/Relay.module.php,39b32dd45982038aa5704ca2728334ee
Keep plans within a deliberate time range and reject accidental far-future dates. Choose 1–20 years.,Pidä suunnitelmat harkitusti aikataulussa ja hylkää vahingossa tulevat päivämäärät. Valitse 1...20 vuotta.,,site/modules/Relay/Relay.module.php,04eb067bbaefa7a4d7146998be7c1f66
LazyCron,LazyCron,,site/modules/Relay/Relay.module.php,30d7a80090e845f560b7784238e85969
LazyCron configuration,LazyCron-konfiguraatio,,site/modules/Relay/Relay.module.php,4cdafc253d9d807533e365465062d98a
LazyCron fallback,LazyCron:n varasuunnitelma,,site/modules/Relay/Relay.module.php,c7a86287d25be0c5760532c8788231ab
LazyCron module,LazyCron-moduuli,,site/modules/Relay/Relay.module.php,b4ad066173e7adbff3a86a8c55f8ac29
Let an editor request an editable timing and note suggestion without scheduling or changing the page automatically.,Anna editorin pyytää muokattavissa ajoitus ja huomata ehdotus ilman aikataulua tai muuttamalla sivua automaattisesti.,,site/modules/Relay/Relay.module.php,e58a884e8d5501418d957557e3b6f34a
Load demo data,Lataa demotiedot,,site/modules/Relay/Relay.module.php,efa922b4fc033e3663ba85d6e1fe21b1
"Load the dense demo dataset to test calendars, filters, drag-and-drop, popovers, and worker behavior.","Lataa tiheä demo aineisto testata kalenterit, suodattimet, vedä ja pudota, ponnahdusikkunoita, ja työntekijöiden käyttäytymistä.",,site/modules/Relay/Relay.module.php,232a41cb2fee127ed68c4c339000f97c
Local command interface,Paikallinen komentoliitäntä,,site/modules/Relay/Relay.module.php,0d7995182e070137ea07a8db7e3a07db
Local command line,Paikallinen komentorivi,,site/modules/Relay/Relay.module.php,5d7396f39b94d305ebae8c1b8b950893
Log file,Lokitiedosto,,site/modules/Relay/Relay.module.php,46b3eff0289269c9569c3801c3a158d4
Log path,Lokipolku,,site/modules/Relay/Relay.module.php,18d84cc78011f06226f5bf0e008c971a
"Low traffic, full-page caches, or downtime can delay publication because LazyCron runs only after ProcessWire serves a request. Use system crontab when publication time matters.","Matala liikenne, koko sivun välimuistit tai seisonta-aika voi viivästyttää julkaisua, koska LazyCron toimii vain sen jälkeen, kun ProcessWire palvelee pyyntöä. Käytä järjestelmäkrontabia julkaisuajan ollessa tärkeä.",,site/modules/Relay/Relay.module.php,ebf34db04b06669a0bece9fbc4e70562
Manual page status remains in effect.,Manuaalisen sivun tila on edelleen voimassa.,,site/modules/Relay/Relay.module.php,fa56368b78047c00be805dabf845f0d8
Maximum attempts,Enimmäisyritykset,,site/modules/Relay/Relay.module.php,c01198d652d05f1acc9926e7b0c509a0
Maximum jobs per run,Työpaikkojen enimmäismäärä/ajo,,site/modules/Relay/Relay.module.php,c4741f245b222b56dab3620fe125ee70
Maximum jobs per worker run,Työpaikkojen enimmäismäärä työntekijää kohti,,site/modules/Relay/Relay.module.php,b66f2e57b112512e97f199ba2dd8da04
Maximum planning horizon (years),Suurin suunnitteluaika (vuodet),,site/modules/Relay/Relay.module.php,ec35405bc94e0e2f6fb1840d174b0cbe
Method,Menetelmä,,site/modules/Relay/Relay.module.php,4c3880bb027f159e801041b1021e88e8
Missing,Puuttuu,,site/modules/Relay/Relay.module.php,2aee0be2678ee90fd327cc186826438e
Mode,Tila,,site/modules/Relay/Relay.module.php,650be61892bf690026089544abbd9d26
Model,Malli,,site/modules/Relay/Relay.module.php,a559b87068921eec05086ce5485e9784
Module,Moduuli,,site/modules/Relay/Relay.module.php,e55f75a29310d7b60f7ac1d390c8ae42
Monday,Maanantai,,site/modules/Relay/Relay.module.php,6f8522e0610541f1ef215a22ffa66ff6
Monday first,Maanantai ensin.,,site/modules/Relay/Relay.module.php,ecccd7a021822f5de320382dec458cc6
Month,Kuukausi,,site/modules/Relay/Relay.module.php,7cbb885aa1164b390a0bc050a64e1812
Month calendar,Kuukausikalenteri,,site/modules/Relay/Relay.module.php,93608c3a92a31b6a7edbfae7fe10df07
Move a pending action.,Siirrä odottava kanne.,,site/modules/Relay/Relay.module.php,56222c089d75401f4efc1688af31ee6c
Move pending job.,Siirrä odottavaa työtä.,,site/modules/Relay/Relay.module.php,9bda1fe484d54380e8cbcaf72e221bde
Moving {title}. Drop it on another date.,{title}:n siirtäminen.,,site/modules/Relay/Relay.module.php,d229f7f122905e3dd8eb0db922dde96e
Needs attention,Tarkkailee,,site/modules/Relay/Relay.module.php,d6f5722e464f95d8d6411841b90ee6d2
Never,Ei koskaan,,site/modules/Relay/Relay.module.php,6e7b34fa59e1bd229b207892956dc41c
New Bearer token,Uusi Bearer-toletti,,site/modules/Relay/Relay.module.php,ec95928654904601bc79fa9e4fad48c8
Next,Seuraava,,site/modules/Relay/Relay.module.php,10ac3d04253ef7e1ddc73e6091c0cd55
No actions,Ei toimia,,site/modules/Relay/Relay.module.php,7259b16f470234d3719d77cff1d16546
No actions in this period,Ei toimia tänä aikana,,site/modules/Relay/Relay.module.php,f0a919427679873de1e9fb5fcece5b72
No eligible actor exists. Grant relay-api and relay-manage first.,Grant relay-api ja relay-manage ensin.,,site/modules/Relay/Relay.module.php,0b6f09497bdafdeff6f1c07174ca5653
No note added.,Ei viestiä lisätty.,,site/modules/Relay/Relay.module.php,8f9b824270285fdbd6576c818b62d0b9
No publication actions are waiting.,Mikään julkaisutoiminta ei odota.,,site/modules/Relay/Relay.module.php,7523610678d36a96eca668bb6345af4a
No real schedule jobs or page states will be changed.,Ei oikeita aikataulutöitä tai sivun osavaltioita muutetaan.,,site/modules/Relay/Relay.module.php,8b6a8ab06f4ccbe94b4efb731b028bb5
No scheduled changes,Ei suunniteltuja muutoksia,,site/modules/Relay/Relay.module.php,31b760361559b4324cbeff339370c53e
Not assigned,Ei annettu,,site/modules/Relay/Relay.module.php,63d8c71daa2adfb569eb9c363eaa7a89
Not configured,Ei määritetty,,site/modules/Relay/Relay.module.php,db3f921088947d83680a80a0285ef414
Not detected,Ei havaittu,,site/modules/Relay/Relay.module.php,60a449ec73e10cf5e78387d34fe72f59
Not exact: it runs only when the site receives traffic. Use the CLI worker every minute for production.,"Ei tarkasti: se toimii vain, kun sivusto saa liikennettä. Käytä CLI työntekijä joka minuutti tuotantoon.",,site/modules/Relay/Relay.module.php,a9bf497e7f1342ddd4343ce0d3499aca
Nothing has been scheduled for this page yet.,Tälle sivulle ei ole vielä suunniteltu mitään.,,site/modules/Relay/Relay.module.php,1312da3b07492d4a595b2cb50f92a7fa
Notify administrators when,"Ilmoita ylläpitäjille, kun",,site/modules/Relay/Relay.module.php,8fed5cbdb8a11b579bce0ac7c5d9fd88
Not installed,Ei asennettu,,site/modules/Relay/Relay.module.php,d12fb360f73c34226d1e50228875d8cf
Not ready,Ei valmis,,site/modules/Relay/Relay.module.php,486fbd81a5c5c8fe1c1dd191fdbe007f
"On a touch screen, open an action and use Date and time to move it precisely.",Avaa kosketusnäytöllä toiminto ja käytä Päivämäärä ja aika siirtää sitä tarkasti.,,site/modules/Relay/Relay.module.php,126b6ef26659b11b064b012fe276e301
One job.,Yksi keikka.,,site/modules/Relay/Relay.module.php,3c0a103ef790e8e82393eb1a88c73af8
One numeric chat ID or @channel username per line.,Yksi numero chat ID tai @channel käyttäjätunnus per rivi.,,site/modules/Relay/Relay.module.php,842b87c91f0657be0e639360d4f550e7
One redacted schedule job.,Yksi uusi aikatauluhomma.,,site/modules/Relay/Relay.module.php,863ffcec3f7ead672fa6c84d75fe4687
Only pending demo actions can be cancelled.,Vain vireillä olevat demokanteet voidaan peruuttaa.,,site/modules/Relay/Relay.module.php,b925c34b94090f0ced19051090d08a70
Only pending jobs can be cancelled.,Vain keskeneräiset työt voidaan peruuttaa.,,site/modules/Relay/Relay.module.php,bcca68fda82c77a19c4b030ee533a8cc
Only pending jobs can be rescheduled.,Vain keskeneräisiä työpaikkoja voidaan siirtää.,,site/modules/Relay/Relay.module.php,0ae30f650cf62061be0428786afd053f
Open %s in the three-day view,Avaa %s kolmen päivän näkymässä,,site/modules/Relay/Relay.module.php,a0147078e5c3807099e3c6e8bc6aad4f
Open %s on the timeline,Avaa %s aikajanalla,,site/modules/Relay/Relay.module.php,b8dc0edc3bfc72a166efb5aed4cf64bf
Open actions for details or drag pending work while preserving its local time.,Avaa toimia yksityiskohtia tai vedä kesken työn säilyttäen samalla paikallista aikaa.,,site/modules/Relay/Relay.module.php,9e264d47eed20ad7d80b3f6853964f33
"Open a day for its agenda, or use compact pending events for details and drag-and-drop.","Avaa päivä sen asialistalle, tai käytä kompakti vireillä tapahtumia yksityiskohtia ja vedä ja pudota.",,site/modules/Relay/Relay.module.php,47d6571ba24fc70978d56035315ad1be
"Open an action for details, or drag a pending action between days.",Avaa kanne yksityiskohtaisesti tai vedä vireillä oleva kanne päivien välillä.,,site/modules/Relay/Relay.module.php,de8ad42583797a15bdc14d2a3dd629bb
Open editorial calendar,Avaa toimituskalenteri,,site/modules/Relay/Relay.module.php,36f4faf1ae1fc2650cd33907e9675e48
Open publication URL,Avaa julkaisun URL,,site/modules/Relay/Relay.module.php,bf638fae3ec3b3189fd18ebe6f5249a1
Open Relay,Avaa Relay,,site/modules/Relay/Relay.module.php,cce1ea74532483448976cd6c0bcbaf14
Operational email,Toimintasähköposti,,site/modules/Relay/Relay.module.php,a59c893dbf6463dc7fa4f413eaaa16e1
Operational interfaces,Käyttöliittymät,,site/modules/Relay/Relay.module.php,b9d0716888f640c6bb55253e02e8b9cf
Optional absolute CLI PHP path. Leave empty to use the binary detected by Relay.,Valinnainen absoluuttinen CLI PHP-polku. Jätä tyhjäksi käyttää binääri havaitsema Relay.,,site/modules/Relay/Relay.module.php,fc1cc364c1fae024089655e4416bfacc
Order,Järjestys,,site/modules/Relay/Relay.module.php,a240fa27925a635b08dc28c9e4f9216d
Output,Tulos,,site/modules/Relay/Relay.module.php,29c2c02a361c9d7028472e5d92cd4a54
Overall schedule,Kokonaisaikataulu,,site/modules/Relay/Relay.module.php,ee288d53bc1c1b1d9d09360b05449721
Overview,Yleiskatsaus,,site/modules/Relay/Relay.module.php,3b878279a04dc47d60932cb294d96259
Page,Sivu,,site/modules/Relay/Relay.module.php,193cfc9be3b995831c6af2fea6650e60
Page fields shared with Squad,Sivukentät jaettu Squad:n kanssa,,site/modules/Relay/Relay.module.php,03322b57054de30f2db31c5035092c67
Page published,Julkaistu,,site/modules/Relay/Relay.module.php,d6b0fb88c2bc70d9227d8c6019627014
Page schedule,Sivun aikataulu,,site/modules/Relay/Relay.module.php,0e511b74ffb214e3bc957b2692d5056d
Page timeline,Sivun aikajana,,site/modules/Relay/Relay.module.php,c4e84ad73fa62b34e6d144c5344ab976
Past and future publication actions for this page.,Tämän sivun aiemmat ja tulevat julkaisutoimet.,,site/modules/Relay/Relay.module.php,dbb371ac27ab91f9ee3d12048000f604
Paused by imitation,vahat ja vahat,,site/modules/Relay/Relay.module.php,ba990f624cbd7c08aeb24c927a7e595b
Pending actions,Odottavat toimet,,site/modules/Relay/Relay.module.php,c054a7deca822c899ac734543443b094
Permanent safety and planning instructions. Page values are supplied separately as untrusted context.,Pysyvät turvallisuus- ja suunnitteluohjeet. Sivuarvot toimitetaan erikseen luottamuksellisina asiayhteyksinä.,,site/modules/Relay/Relay.module.php,9bd18b00c6a90c138599c718422b9bf2
Permissions and mutation CSRF token.,Lupa ja mutaatio CSRF-poletin.,,site/modules/Relay/Relay.module.php,72043eca1d63f5feedc439ec34d80def
PHP binary,PHP binääri,,site/modules/Relay/Relay.module.php,557a2a23ac67051108310879203374d7
PHP facade,PHP- julkisivu,,site/modules/Relay/Relay.module.php,3f397dbe47b1a9452df9f6a4e3c72887
Plan a publication change,Suunnittele julkaisun muutos,,site/modules/Relay/Relay.module.php,642e182b6c20b48e7a14e599af12f91c
Planning,Suunnittelu,,site/modules/Relay/Relay.module.php,21d28aa03f67eb242b1c95a6a0594ff5
Plan publication changes without adding fields to the page template. Times are displayed in,Suunnitelman julkaisu muuttuu lisäämättä kenttiä sivumalliin. Ajankohdat näkyvät,,site/modules/Relay/Relay.module.php,644874957871efb8ae73f9f9bc27021f
Previous,Edellinen,,site/modules/Relay/Relay.module.php,dd1f775e443ff3b9a89270713580a51b
Privacy boundary,Yksityisyyden raja,,site/modules/Relay/Relay.module.php,283b0ce628b8a10d8923af1921d7d447
Private runtime override,Yksityinen ajoajan ohitus,,site/modules/Relay/Relay.module.php,70fad1ed108d3bef630c20886e1f3516
Processed %d job(s).,Käsitelty %d-työ [s].,,site/modules/Relay/Relay.module.php,8a4ef761295f6617787a6d547aac80ff
Processing,Jalostus,,site/modules/Relay/Relay.module.php,643562a9ae7099c8aabfdc93478db117
ProcessWire root,ProcessWire-juuri,,site/modules/Relay/Relay.module.php,ac3e4a2dfc1b73ebfab04e602e1458b1
Production worker,Tuotantotyöntekijä,,site/modules/Relay/Relay.module.php,f8d760f032ce10447934c3f875ceafb8
Production worker schedule,Tuotantotyöntekijöiden aikataulu,,site/modules/Relay/Relay.module.php,2a5d3927d22a2485302a2dc679a57936
Provider,Tarjoaja,,site/modules/Relay/Relay.module.php,27703c8f150ac4bb0a3a83a7857353af
Publication,Julkaiseminen,,site/modules/Relay/Relay.module.php,6bd6beac1da76b2d2a9c3b7914ba034c
Publication action,Julkaisu,,site/modules/Relay/Relay.module.php,dadb48cbe16dd21fd1830c5f05a048a6
Publication action cancelled,Julkaiseminen peruuntui,,site/modules/Relay/Relay.module.php,72cd0abc0ea0d13d5f3401d9e4d922f8
Publication action completed,Julkaiseminen saatettu päätökseen,,site/modules/Relay/Relay.module.php,24e41131b3e3ede705f75e6fb30ded07
Publication action failed,Julkaisutoiminto epäonnistui,,site/modules/Relay/Relay.module.php,2b82ba46560cc49cc5a4b2590e7a3810
Publication action rescheduled,Julkaisutoimen aikataulua on muutettu,,site/modules/Relay/Relay.module.php,452f960923936bc6387c2bfdf7c58642
Publication action scheduled,Julkaiseminen,,site/modules/Relay/Relay.module.php,f192c92be12428895c71979f8f262e48
Publication details,Julkaisutiedot,,site/modules/Relay/Relay.module.php,5b5a5357b1225e7c4782d8b87ae5f1f9
Publication schedule,Julkaisuaikataulu,,site/modules/Relay/Relay.module.php,391360562ffbf7e7954e887515d12d2f
Publication URL copied.,Julkaisun URL kopioitu.,,site/modules/Relay/Relay.module.php,8c1922f45f474187f4011a72721121ce
Publication window dates must use the same timezone.,Julkaisun päivämäärien on käytettävä samaa aikavyöhykettä.,,site/modules/Relay/Relay.module.php,aa4b2fe1dd956f414211bc54fcdf1543
Publication window scheduled.,Julkaisuikkuna on varattu.,,site/modules/Relay/Relay.module.php,dc2d62b1b17fc08c73fae9f7f4479f4d
"Publication window — publish, then unpublish","Julkaisuikkuna ... Julkaise, sitten unpublish",,site/modules/Relay/Relay.module.php,773c3734d225c29503114fa7f60bdfb3
Publish,Julkaise,,site/modules/Relay/Relay.module.php,110a4b01beabd53b661a47d4b44bd7a8
Publish date and time,Julkaise päivämäärä ja kellonaika,,site/modules/Relay/Relay.module.php,ea8c357a79ebe2a4776d4e8926954151
Published,Julkaistu,,site/modules/Relay/Relay.module.php,9b9d8a976b42e0bd66381797644943d5
Published page,Julkaistu sivu,,site/modules/Relay/Relay.module.php,ac2a2b7773d5d957c03b0fcd272f921d
Publishing plan is active,Julkaisemissuunnitelma on aktiivinen,,site/modules/Relay/Relay.module.php,dce2e31c5cbc865e6ea6dcd91d3dc65d
Publishing schedule,Julkaisuaikataulu,,site/modules/Relay/Relay.module.php,2f2cc68111d3ba853e4e5d6990cfcbc7
Publish page — make publicly visible,Julkaise sivu ...,,site/modules/Relay/Relay.module.php,89da54a14225a280d2c77d2ae5d30866
Purpose,Aihe,,site/modules/Relay/Relay.module.php,261addf78c7b2c961032b3dd08ba0b1f
Quarter,Neljännes,,site/modules/Relay/Relay.module.php,b25cde1e74f3d27f678c2e309e06102e
Quarter calendar,Neljänneskalenteri,,site/modules/Relay/Relay.module.php,07077e5577bf3b7664ff7ca6b9d9badb
Readiness,Valmius,,site/modules/Relay/Relay.module.php,7236964cf567c0cdefc5aca8def85044
Reading is direct; changing data is deliberate,"Luku on suoraa, tiedon muuttaminen tahallista",,site/modules/Relay/Relay.module.php,8af38c119c4181af57682d2b90b67d76
Read schedule data or run an explicit write command from the ProcessWire host with JSON input and output.,Lue aikataulutiedot tai suorita ProcessWire-isännän nimenomainen kirjoituskomento JSON-syötteellä ja -tulosteella.,,site/modules/Relay/Relay.module.php,5a6abfdec389c6d18190138bac698807
Ready,Valmis,,site/modules/Relay/Relay.module.php,e7d31fc0602fb2ede144d18cdffd816b
Recipients,Tuensaajat,,site/modules/Relay/Relay.module.php,5959cf158e76f7c6f27bff2917ee05b1
Requested by,Pyytänyt,,site/modules/Relay/Relay.module.php,aeaf08746080e6e79b89c08174a2e279
